Account_ID,Month,Region,Product,Credit_Band,Assigned_Collector,Origination_Balance,Outstanding_Balance,DPD_Bucket,Days_Past_Due,Contact_Attempts,Promise_to_Pay,Amount_Recovered
ACC-10468,2026-08,Ontario,Credit Card,Near-Prime,L. Fontaine,3000,1760.91,1-30 DPD,6,2,No,0.0
ACC-10469,2026-05,Quebec,Personal Loan,Prime,A. Chen,8000,6797.47,Current,0,0,No,0.0
ACC-10470,2026-07,Ontario,Credit Card,Near-Prime,M. Singh,3000,2351.74,31-60 DPD,38,1,No,0.0
ACC-10471,2026-02,Ontario,Auto Loan,Subprime,M. Singh,12000,3295.64,1-30 DPD,8,1,No,0.0
ACC-10472,2025-11,Atlantic,Line of Credit,Prime,K. Brar,15000,7327.93,Current,0,0,No,0.0
ACC-10473,2026-04,Ontario,Personal Loan,Prime,J. Tremblay,20000,13115.22,Current,0,0,No,0.0
ACC-10474,2026-06,Ontario,Auto Loan,Near-Prime,R. Osei,20000,11459.58,90+ DPD,118,3,No,0.0
ACC-10475,2026-01,Ontario,Personal Loan,Near-Prime,L. Fontaine,15000,6371.57,Current,0,0,No,0.0
ACC-10476,2026-08,Ontario,Auto Loan,Near-Prime,M. Singh,8000,3965.02,Current,0,0,No,0.0
ACC-10477,2026-03,British Columbia,Auto Loan,Subprime,R. Osei,12000,7254.74,Current,0,0,No,0.0
ACC-10478,2025-12,Atlantic,Personal Loan,Subprime,R. Osei,5000,1120.51,61-90 DPD,70,4,No,0.0
ACC-10479,2026-03,Ontario,Credit Card,Prime,K. Brar,25000,6736.52,31-60 DPD,44,3,No,0.0
ACC-10480,2026-06,Ontario,Personal Loan,Prime,K. Brar,8000,7511.32,Current,0,0,No,0.0
ACC-10481,2026-05,British Columbia,Line of Credit,Near-Prime,J. Tremblay,5000,2899.01,1-30 DPD,3,4,No,1461.64
ACC-10482,2026-07,Ontario,Personal Loan,Near-Prime,A. Chen,5000,3395.75,Current,0,1,No,0.0
ACC-10483,2025-12,Quebec,Credit Card,Prime,L. Fontaine,3000,914.34,Current,0,0,No,0.0
ACC-10484,2025-09,British Columbia,Personal Loan,Subprime,R. Osei,8000,5617.23,31-60 DPD,45,4,No,0.0
ACC-10485,2026-08,Atlantic,Auto Loan,Near-Prime,J. Tremblay,8000,6697.62,Current,0,0,No,0.0
ACC-10486,2026-01,Ontario,Line of Credit,Near-Prime,K. Brar,8000,2583.76,1-30 DPD,18,4,No,1454.91
ACC-10487,2026-06,Ontario,Auto Loan,Subprime,A. Chen,5000,2643.63,Current,0,0,No,0.0
ACC-10488,2026-01,Quebec,Personal Loan,Prime,A. Chen,5000,1652.94,Current,0,0,No,0.0
ACC-10489,2025-10,Ontario,Auto Loan,Prime,L. Fontaine,8000,6361.83,Current,0,1,No,0.0
ACC-10490,2026-03,Quebec,Auto Loan,Subprime,M. Singh,8000,5598.36,Current,0,2,No,0.0
ACC-10491,2026-02,Quebec,Personal Loan,Near-Prime,J. Tremblay,5000,4495.78,61-90 DPD,61,2,No,1835.02
ACC-10492,2026-04,Quebec,Personal Loan,Subprime,J. Tremblay,3000,1329.1,90+ DPD,167,9,No,0.0
ACC-10493,2025-09,British Columbia,Personal Loan,Near-Prime,M. Singh,5000,4421.1,1-30 DPD,4,4,No,0.0
ACC-10494,2026-03,Atlantic,Credit Card,Subprime,A. Chen,20000,7355.04,1-30 DPD,28,0,No,4852.17
ACC-10495,2026-07,Ontario,Credit Card,Near-Prime,K. Brar,5000,3606.97,Current,0,0,No,0.0
ACC-10496,2025-09,Quebec,Line of Credit,Near-Prime,R. Osei,15000,12962.8,Current,0,0,No,0.0
ACC-10497,2026-05,British Columbia,Auto Loan,Prime,M. Singh,3000,1375.79,Current,0,2,No,0.0
ACC-10498,2025-10,Ontario,Line of Credit,Subprime,J. Tremblay,5000,1418.36,31-60 DPD,53,1,Yes,0.0
ACC-10499,2026-02,British Columbia,Personal Loan,Prime,M. Singh,5000,3170.77,Current,0,1,No,0.0
ACC-10500,2026-07,British Columbia,Credit Card,Subprime,L. Fontaine,3000,2219.9,Current,0,0,No,0.0
ACC-10501,2026-02,Quebec,Credit Card,Near-Prime,L. Fontaine,8000,6851.82,31-60 DPD,33,2,Yes,0.0
ACC-10502,2026-02,Ontario,Line of Credit,Prime,M. Singh,5000,3847.84,Current,0,0,No,0.0
ACC-10503,2025-11,Quebec,Personal Loan,Subprime,L. Fontaine,25000,10545.82,1-30 DPD,16,5,Yes,0.0
ACC-10504,2026-08,Ontario,Credit Card,Prime,A. Chen,15000,11970.89,Current,0,0,No,0.0
ACC-10505,2026-03,Alberta,Personal Loan,Subprime,M. Singh,25000,14957.21,1-30 DPD,21,3,Yes,0.0
ACC-10506,2026-06,Ontario,Auto Loan,Near-Prime,L. Fontaine,20000,11780.16,Current,0,0,No,0.0
ACC-10507,2026-05,Quebec,Personal Loan,Near-Prime,L. Fontaine,5000,2950.05,Current,0,0,No,0.0
ACC-10508,2026-02,Ontario,Auto Loan,Prime,L. Fontaine,15000,13272.5,Current,0,0,No,0.0
ACC-10509,2025-10,Quebec,Personal Loan,Prime,K. Brar,15000,4835.17,Current,0,0,No,0.0
ACC-10510,2026-08,Ontario,Auto Loan,Near-Prime,M. Singh,5000,3047.62,1-30 DPD,22,3,Yes,0.0
ACC-10511,2026-07,Ontario,Credit Card,Prime,K. Brar,3000,1767.44,Current,0,1,No,0.0
ACC-10512,2025-11,Ontario,Credit Card,Near-Prime,K. Brar,15000,4791.31,1-30 DPD,29,6,Yes,2805.44
ACC-10513,2025-11,Ontario,Personal Loan,Near-Prime,M. Singh,20000,18772.27,Current,0,1,No,0.0
ACC-10514,2026-06,Ontario,Auto Loan,Near-Prime,M. Singh,3000,1732.44,Current,0,0,No,0.0
ACC-10515,2026-02,Atlantic,Credit Card,Subprime,J. Tremblay,8000,3589.59,90+ DPD,95,5,No,0.0
ACC-10516,2026-03,Ontario,Credit Card,Subprime,J. Tremblay,15000,11623.22,61-90 DPD,87,5,No,0.0
ACC-10517,2026-06,Ontario,Line of Credit,Prime,K. Brar,15000,10660.83,Current,0,0,No,0.0
ACC-10518,2025-12,Quebec,Credit Card,Prime,M. Singh,12000,6728.95,Current,0,1,No,0.0
ACC-10519,2026-05,Ontario,Auto Loan,Subprime,L. Fontaine,5000,3438.13,Current,0,0,No,0.0
ACC-10520,2026-01,Ontario,Credit Card,Near-Prime,R. Osei,15000,4324.16,31-60 DPD,39,4,No,1617.04
ACC-10521,2025-10,Quebec,Credit Card,Near-Prime,M. Singh,3000,2357.67,Current,0,1,No,0.0
ACC-10522,2026-05,British Columbia,Auto Loan,Subprime,A. Chen,3000,2288.83,Current,0,0,No,0.0
ACC-10523,2026-06,Ontario,Auto Loan,Prime,M. Singh,8000,5003.22,Current,0,1,No,0.0
ACC-10524,2026-06,British Columbia,Personal Loan,Subprime,A. Chen,8000,4729.45,Current,0,0,No,0.0
ACC-10525,2026-07,Atlantic,Personal Loan,Near-Prime,A. Chen,8000,3746.6,Current,0,1,No,0.0
ACC-10526,2026-08,Atlantic,Personal Loan,Near-Prime,J. Tremblay,8000,4839.11,Current,0,0,No,0.0
ACC-10527,2026-01,Alberta,Auto Loan,Near-Prime,A. Chen,8000,3077.67,Current,0,0,No,0.0
ACC-10528,2025-10,Ontario,Personal Loan,Prime,J. Tremblay,3000,2178.85,Current,0,0,No,0.0
ACC-10529,2026-08,British Columbia,Credit Card,Near-Prime,K. Brar,3000,2523.16,Current,0,1,No,0.0
ACC-10530,2026-06,British Columbia,Credit Card,Prime,R. Osei,12000,9828.74,Current,0,0,No,0.0
ACC-10531,2026-03,Alberta,Line of Credit,Near-Prime,J. Tremblay,12000,8072.77,Current,0,0,No,0.0
ACC-10532,2025-09,Quebec,Line of Credit,Near-Prime,K. Brar,20000,17383.91,Current,0,0,No,0.0
ACC-10533,2025-12,Ontario,Personal Loan,Near-Prime,A. Chen,5000,1974.81,Current,0,1,No,0.0
ACC-10534,2026-06,British Columbia,Auto Loan,Prime,L. Fontaine,5000,2376.3,Current,0,2,No,0.0
ACC-10535,2025-10,Ontario,Credit Card,Prime,J. Tremblay,5000,4375.24,1-30 DPD,13,1,No,2144.75
ACC-10536,2025-12,Ontario,Personal Loan,Near-Prime,M. Singh,8000,3266.0,Current,0,2,No,0.0
ACC-10537,2026-01,Ontario,Personal Loan,Prime,J. Tremblay,15000,11408.69,Current,0,0,No,0.0
ACC-10538,2026-02,Ontario,Auto Loan,Prime,K. Brar,8000,7580.37,Current,0,0,No,0.0
ACC-10539,2026-08,Alberta,Auto Loan,Subprime,R. Osei,8000,5542.38,Current,0,0,No,0.0
ACC-10540,2026-07,Ontario,Personal Loan,Subprime,J. Tremblay,3000,1272.03,1-30 DPD,29,5,Yes,0.0
ACC-10541,2025-10,Ontario,Personal Loan,Near-Prime,M. Singh,8000,4597.97,Current,0,0,No,0.0
ACC-10542,2026-06,Quebec,Credit Card,Near-Prime,M. Singh,5000,3091.71,61-90 DPD,86,2,Yes,0.0
ACC-10543,2026-06,British Columbia,Personal Loan,Subprime,M. Singh,8000,6733.83,1-30 DPD,2,5,No,3178.86
ACC-10544,2026-03,Ontario,Line of Credit,Near-Prime,J. Tremblay,12000,4765.6,Current,0,1,No,0.0
ACC-10545,2025-10,Ontario,Auto Loan,Near-Prime,A. Chen,5000,2861.5,Current,0,0,No,0.0
ACC-10546,2025-11,Ontario,Line of Credit,Near-Prime,L. Fontaine,8000,7422.35,Current,0,0,No,0.0
ACC-10547,2026-08,British Columbia,Personal Loan,Subprime,L. Fontaine,8000,4451.28,90+ DPD,167,1,No,0.0
ACC-10548,2026-02,Quebec,Line of Credit,Prime,M. Singh,5000,2172.09,Current,0,1,No,0.0
ACC-10549,2026-02,Ontario,Credit Card,Prime,R. Osei,5000,1558.83,31-60 DPD,59,2,No,0.0
ACC-10550,2026-07,Ontario,Credit Card,Subprime,A. Chen,3000,769.41,61-90 DPD,64,4,No,0.0
ACC-10551,2025-11,Quebec,Line of Credit,Subprime,K. Brar,5000,1957.4,1-30 DPD,1,4,Yes,0.0
ACC-10552,2025-12,Ontario,Credit Card,Near-Prime,M. Singh,3000,1040.82,Current,0,0,No,0.0
ACC-10553,2025-09,Quebec,Credit Card,Subprime,L. Fontaine,5000,4335.28,Current,0,0,No,0.0
ACC-10554,2026-03,Ontario,Line of Credit,Near-Prime,J. Tremblay,15000,12336.01,Current,0,2,No,0.0
ACC-10555,2025-12,Quebec,Credit Card,Subprime,M. Singh,12000,10489.99,61-90 DPD,67,4,No,3263.9
ACC-10556,2026-05,Atlantic,Line of Credit,Prime,J. Tremblay,3000,2464.39,Current,0,0,No,0.0
ACC-10557,2026-03,Ontario,Personal Loan,Near-Prime,R. Osei,5000,3851.19,31-60 DPD,31,6,No,0.0
ACC-10558,2026-02,Alberta,Credit Card,Subprime,M. Singh,12000,7478.42,1-30 DPD,3,4,Yes,0.0
ACC-10559,2026-08,Quebec,Personal Loan,Near-Prime,R. Osei,8000,5896.28,Current,0,0,No,0.0
ACC-10560,2025-10,Ontario,Personal Loan,Subprime,L. Fontaine,8000,5852.97,Current,0,0,No,0.0
ACC-10561,2026-06,Quebec,Personal Loan,Subprime,A. Chen,20000,8935.41,31-60 DPD,37,3,Yes,5764.42
ACC-10562,2025-12,Ontario,Line of Credit,Prime,L. Fontaine,15000,7129.99,Current,0,0,No,0.0
ACC-10563,2026-01,British Columbia,Line of Credit,Near-Prime,J. Tremblay,15000,8238.03,Current,0,1,No,0.0
ACC-10564,2026-01,Quebec,Credit Card,Prime,R. Osei,5000,4360.5,Current,0,0,No,0.0
ACC-10565,2026-03,Ontario,Credit Card,Subprime,J. Tremblay,8000,3625.33,31-60 DPD,58,3,No,0.0
ACC-10566,2026-04,British Columbia,Line of Credit,Prime,J. Tremblay,8000,2568.85,Current,0,1,No,0.0
ACC-10567,2026-03,Ontario,Credit Card,Prime,J. Tremblay,20000,9310.63,Current,0,0,No,0.0
ACC-10568,2026-04,Ontario,Line of Credit,Prime,K. Brar,12000,4025.17,Current,0,1,No,0.0
ACC-10569,2026-03,Quebec,Auto Loan,Prime,J. Tremblay,12000,7493.05,Current,0,0,No,0.0
ACC-10570,2026-07,Ontario,Personal Loan,Prime,L. Fontaine,8000,6026.64,Current,0,0,No,0.0
ACC-10571,2025-10,Alberta,Line of Credit,Prime,R. Osei,12000,5232.59,Current,0,0,No,0.0
ACC-10572,2025-12,British Columbia,Auto Loan,Prime,M. Singh,8000,3367.1,1-30 DPD,18,6,No,2236.21
ACC-10573,2026-01,Ontario,Credit Card,Near-Prime,J. Tremblay,15000,14112.86,Current,0,1,No,0.0
ACC-10574,2026-06,Quebec,Line of Credit,Near-Prime,R. Osei,8000,3949.1,31-60 DPD,41,3,No,0.0
ACC-10575,2026-08,Ontario,Personal Loan,Near-Prime,K. Brar,15000,13195.76,Current,0,0,No,0.0
ACC-10576,2026-01,Ontario,Personal Loan,Near-Prime,J. Tremblay,8000,7551.89,Current,0,1,No,0.0
ACC-10577,2026-02,Quebec,Personal Loan,Near-Prime,M. Singh,15000,9701.36,1-30 DPD,12,2,No,6922.95
ACC-10578,2025-11,Ontario,Auto Loan,Subprime,L. Fontaine,5000,1726.29,1-30 DPD,20,5,Yes,1667.93
ACC-10579,2025-10,Alberta,Line of Credit,Near-Prime,J. Tremblay,12000,9706.8,Current,0,0,No,0.0
ACC-10580,2026-08,Quebec,Credit Card,Near-Prime,L. Fontaine,12000,7702.38,Current,0,1,No,0.0
ACC-10581,2026-01,Quebec,Credit Card,Subprime,K. Brar,5000,1774.21,Current,0,0,No,0.0
ACC-10582,2026-06,British Columbia,Auto Loan,Prime,J. Tremblay,8000,4040.17,Current,0,0,No,0.0
ACC-10583,2026-03,Alberta,Personal Loan,Near-Prime,A. Chen,15000,5420.38,Current,0,0,No,0.0
ACC-10584,2025-12,Ontario,Credit Card,Prime,K. Brar,5000,4179.68,Current,0,0,No,0.0
ACC-10585,2026-07,Ontario,Personal Loan,Prime,R. Osei,12000,3678.89,Current,0,0,No,0.0
ACC-10586,2026-03,British Columbia,Auto Loan,Near-Prime,M. Singh,8000,6812.11,Current,0,1,No,0.0
ACC-10587,2025-09,British Columbia,Personal Loan,Prime,J. Tremblay,8000,5852.86,Current,0,0,No,0.0
ACC-10588,2026-01,Atlantic,Line of Credit,Near-Prime,R. Osei,8000,2572.56,90+ DPD,95,7,No,0.0
ACC-10589,2026-07,British Columbia,Credit Card,Subprime,A. Chen,12000,7036.7,Current,0,1,No,0.0
ACC-10590,2026-04,Alberta,Personal Loan,Near-Prime,J. Tremblay,25000,12612.05,Current,0,0,No,0.0
ACC-10591,2026-05,Atlantic,Personal Loan,Prime,J. Tremblay,5000,4379.25,Current,0,1,No,0.0
ACC-10592,2026-02,Alberta,Personal Loan,Prime,J. Tremblay,8000,2935.11,Current,0,0,No,0.0
ACC-10593,2026-07,Ontario,Credit Card,Near-Prime,L. Fontaine,12000,7428.32,Current,0,0,No,0.0
ACC-10594,2026-02,Quebec,Credit Card,Subprime,A. Chen,25000,7841.85,Current,0,0,No,0.0
ACC-10595,2025-09,Ontario,Credit Card,Near-Prime,M. Singh,25000,16464.93,Current,0,2,No,0.0
ACC-10596,2026-02,Ontario,Line of Credit,Near-Prime,L. Fontaine,12000,10369.84,90+ DPD,120,3,Yes,0.0
ACC-10597,2026-05,Atlantic,Credit Card,Subprime,M. Singh,8000,2255.56,90+ DPD,107,3,No,0.0
ACC-10598,2025-09,Ontario,Personal Loan,Subprime,M. Singh,8000,2742.15,Current,0,0,No,0.0
ACC-10599,2026-05,Ontario,Auto Loan,Near-Prime,K. Brar,3000,1922.41,Current,0,1,No,0.0
ACC-10600,2025-12,Atlantic,Credit Card,Subprime,A. Chen,3000,2034.67,1-30 DPD,19,1,No,0.0
ACC-10601,2026-05,Quebec,Personal Loan,Prime,K. Brar,15000,6700.23,Current,0,0,No,0.0
ACC-10602,2026-08,Alberta,Personal Loan,Near-Prime,K. Brar,20000,16017.17,1-30 DPD,13,1,No,7276.71
ACC-10603,2026-06,Alberta,Auto Loan,Near-Prime,R. Osei,8000,3104.15,31-60 DPD,59,1,No,0.0
ACC-10604,2025-09,Ontario,Auto Loan,Near-Prime,A. Chen,5000,3973.27,Current,0,0,No,0.0
ACC-10605,2025-09,Ontario,Personal Loan,Subprime,K. Brar,5000,2097.39,Current,0,0,No,0.0
ACC-10606,2026-03,Ontario,Auto Loan,Near-Prime,J. Tremblay,3000,1996.12,Current,0,0,No,0.0
ACC-10607,2026-04,Ontario,Line of Credit,Subprime,K. Brar,25000,13520.49,Current,0,0,No,0.0
ACC-10608,2025-09,Alberta,Line of Credit,Near-Prime,L. Fontaine,3000,995.84,Current,0,0,No,0.0
ACC-10609,2025-11,Alberta,Auto Loan,Subprime,R. Osei,8000,3011.01,Current,0,0,No,0.0
ACC-10610,2026-07,Atlantic,Credit Card,Subprime,A. Chen,12000,3484.15,31-60 DPD,40,5,No,1293.64
ACC-10611,2026-02,Ontario,Auto Loan,Prime,M. Singh,5000,3076.49,Current,0,0,No,0.0
ACC-10612,2025-10,Alberta,Personal Loan,Prime,J. Tremblay,3000,1703.43,Current,0,0,No,0.0
ACC-10613,2026-03,British Columbia,Auto Loan,Near-Prime,M. Singh,3000,1693.8,Current,0,0,No,0.0
ACC-10614,2025-12,Ontario,Credit Card,Prime,L. Fontaine,20000,8464.22,Current,0,1,No,0.0
ACC-10615,2025-10,Ontario,Auto Loan,Prime,A. Chen,5000,1986.78,Current,0,0,No,0.0
ACC-10616,2026-03,British Columbia,Auto Loan,Near-Prime,A. Chen,15000,5210.24,Current,0,1,No,0.0
ACC-10617,2026-08,Alberta,Personal Loan,Prime,L. Fontaine,20000,17163.68,Current,0,0,No,0.0
ACC-10618,2025-11,Ontario,Auto Loan,Prime,L. Fontaine,12000,7632.65,Current,0,0,No,0.0
ACC-10619,2026-07,Ontario,Personal Loan,Prime,K. Brar,8000,4559.36,Current,0,0,No,0.0
ACC-10620,2026-06,Ontario,Auto Loan,Near-Prime,M. Singh,12000,5975.28,Current,0,0,No,0.0
ACC-10621,2026-05,Ontario,Personal Loan,Subprime,L. Fontaine,8000,3671.61,Current,0,0,No,0.0
ACC-10622,2026-03,Ontario,Auto Loan,Prime,L. Fontaine,5000,1790.35,Current,0,0,No,0.0
ACC-10623,2026-02,Ontario,Personal Loan,Subprime,A. Chen,20000,15012.17,31-60 DPD,56,0,No,0.0
ACC-10624,2025-12,Quebec,Personal Loan,Prime,R. Osei,20000,15214.39,Current,0,0,No,0.0
ACC-10625,2025-11,Alberta,Auto Loan,Subprime,A. Chen,15000,12263.16,31-60 DPD,31,4,No,0.0
ACC-10626,2026-05,Ontario,Line of Credit,Near-Prime,R. Osei,15000,7234.44,Current,0,0,No,0.0
ACC-10627,2025-12,Ontario,Personal Loan,Near-Prime,A. Chen,8000,6982.75,Current,0,0,No,0.0
ACC-10628,2025-11,Ontario,Line of Credit,Near-Prime,L. Fontaine,3000,2336.75,Current,0,0,No,0.0
ACC-10629,2025-12,Atlantic,Personal Loan,Near-Prime,M. Singh,8000,4480.15,Current,0,1,No,0.0
ACC-10630,2025-09,Alberta,Auto Loan,Prime,K. Brar,5000,2344.33,Current,0,0,No,0.0
ACC-10631,2026-07,Atlantic,Personal Loan,Prime,A. Chen,8000,4299.19,Current,0,0,No,0.0
ACC-10632,2026-07,Alberta,Credit Card,Prime,A. Chen,8000,2918.77,Current,0,0,No,0.0
ACC-10633,2026-02,British Columbia,Credit Card,Prime,M. Singh,3000,1612.67,31-60 DPD,52,5,No,1247.02
ACC-10634,2026-01,Atlantic,Personal Loan,Subprime,K. Brar,5000,2691.57,Current,0,0,No,0.0
ACC-10635,2025-10,Ontario,Line of Credit,Near-Prime,K. Brar,12000,10693.66,Current,0,0,No,0.0
ACC-10636,2026-03,Ontario,Auto Loan,Subprime,K. Brar,8000,2200.58,61-90 DPD,77,6,No,0.0
ACC-10637,2026-05,Ontario,Personal Loan,Prime,K. Brar,5000,3564.93,31-60 DPD,43,2,Yes,0.0
ACC-10638,2026-03,Quebec,Credit Card,Prime,K. Brar,15000,12830.94,Current,0,0,No,0.0
ACC-10639,2026-05,Atlantic,Personal Loan,Near-Prime,A. Chen,3000,1632.65,90+ DPD,104,3,No,0.0
ACC-10640,2026-08,Ontario,Personal Loan,Subprime,J. Tremblay,12000,5401.64,Current,0,1,No,0.0
ACC-10641,2026-01,Quebec,Auto Loan,Subprime,K. Brar,3000,1236.88,Current,0,0,No,0.0
ACC-10642,2026-01,Alberta,Credit Card,Prime,L. Fontaine,20000,4553.81,61-90 DPD,71,5,Yes,2727.63
ACC-10643,2026-02,Atlantic,Auto Loan,Near-Prime,M. Singh,12000,8225.27,Current,0,0,No,0.0
ACC-10644,2026-07,Ontario,Personal Loan,Prime,A. Chen,15000,7974.62,61-90 DPD,77,2,No,0.0
ACC-10645,2025-09,Quebec,Credit Card,Near-Prime,L. Fontaine,25000,10217.63,90+ DPD,172,3,No,0.0
ACC-10646,2026-08,Ontario,Credit Card,Subprime,L. Fontaine,12000,5370.03,61-90 DPD,85,3,No,0.0
ACC-10647,2026-02,Ontario,Auto Loan,Near-Prime,K. Brar,8000,7323.9,Current,0,0,No,0.0
ACC-10648,2025-10,Ontario,Personal Loan,Near-Prime,L. Fontaine,20000,7308.8,1-30 DPD,15,4,Yes,6469.18
ACC-10649,2025-10,British Columbia,Personal Loan,Prime,A. Chen,15000,4705.31,Current,0,0,No,0.0
ACC-10650,2025-10,Alberta,Personal Loan,Near-Prime,J. Tremblay,5000,2406.35,61-90 DPD,68,3,No,737.77
ACC-10651,2025-10,Ontario,Credit Card,Subprime,K. Brar,8000,3089.72,1-30 DPD,20,2,Yes,0.0
ACC-10652,2026-04,British Columbia,Credit Card,Near-Prime,L. Fontaine,5000,2693.29,1-30 DPD,19,2,No,2504.03
ACC-10653,2026-03,Atlantic,Auto Loan,Near-Prime,J. Tremblay,8000,4418.11,Current,0,0,No,0.0
ACC-10654,2026-01,Atlantic,Auto Loan,Subprime,J. Tremblay,3000,1769.09,1-30 DPD,1,4,Yes,0.0
ACC-10655,2025-12,British Columbia,Credit Card,Prime,M. Singh,3000,1782.01,Current,0,0,No,0.0
ACC-10656,2025-09,Ontario,Auto Loan,Prime,K. Brar,3000,2613.95,1-30 DPD,14,2,No,1232.01
ACC-10657,2025-12,Ontario,Credit Card,Prime,R. Osei,8000,1968.65,1-30 DPD,15,3,Yes,1802.54
ACC-10658,2025-10,Quebec,Personal Loan,Prime,A. Chen,8000,4796.52,Current,0,0,No,0.0
ACC-10659,2026-03,Ontario,Auto Loan,Prime,M. Singh,20000,16065.26,Current,0,0,No,0.0
ACC-10660,2026-04,Quebec,Auto Loan,Near-Prime,M. Singh,20000,12649.38,31-60 DPD,51,4,No,0.0
ACC-10661,2025-10,Quebec,Auto Loan,Prime,K. Brar,15000,11318.3,Current,0,0,No,0.0
ACC-10662,2026-07,Ontario,Line of Credit,Prime,L. Fontaine,15000,6742.1,1-30 DPD,27,3,No,3555.07
ACC-10663,2025-10,Ontario,Auto Loan,Subprime,J. Tremblay,5000,3131.29,Current,0,0,No,0.0
ACC-10664,2025-11,Quebec,Auto Loan,Subprime,L. Fontaine,15000,7887.81,1-30 DPD,19,4,Yes,0.0
ACC-10665,2026-04,Quebec,Auto Loan,Subprime,R. Osei,8000,4451.03,61-90 DPD,73,4,No,0.0
ACC-10666,2026-08,Atlantic,Personal Loan,Subprime,R. Osei,8000,4789.07,61-90 DPD,64,3,No,0.0
ACC-10667,2026-06,Alberta,Auto Loan,Subprime,A. Chen,12000,10006.89,90+ DPD,168,3,No,7685.12
ACC-10668,2026-02,Ontario,Credit Card,Subprime,K. Brar,8000,1882.84,1-30 DPD,17,0,Yes,0.0
ACC-10669,2026-02,Ontario,Personal Loan,Prime,L. Fontaine,8000,2652.53,Current,0,0,No,0.0
ACC-10670,2026-03,Quebec,Line of Credit,Near-Prime,M. Singh,25000,8665.64,Current,0,0,No,0.0
ACC-10671,2026-06,Quebec,Credit Card,Near-Prime,A. Chen,12000,10471.83,Current,0,0,No,0.0
ACC-10672,2026-01,Alberta,Line of Credit,Subprime,A. Chen,20000,10898.94,31-60 DPD,31,2,No,0.0
ACC-10673,2025-09,British Columbia,Personal Loan,Near-Prime,J. Tremblay,5000,4469.61,Current,0,1,No,0.0
ACC-10674,2026-07,Alberta,Personal Loan,Subprime,L. Fontaine,8000,2745.31,Current,0,1,No,0.0
ACC-10675,2026-05,British Columbia,Auto Loan,Near-Prime,A. Chen,5000,2175.49,Current,0,1,No,0.0
ACC-10676,2026-05,British Columbia,Personal Loan,Prime,J. Tremblay,12000,4038.72,Current,0,0,No,0.0
ACC-10677,2026-07,Atlantic,Credit Card,Near-Prime,J. Tremblay,5000,2224.31,1-30 DPD,22,2,No,0.0
ACC-10678,2026-01,British Columbia,Auto Loan,Near-Prime,L. Fontaine,3000,2382.91,Current,0,2,No,0.0
ACC-10679,2025-10,Alberta,Credit Card,Near-Prime,A. Chen,12000,6511.02,Current,0,0,No,0.0
ACC-10680,2026-07,Quebec,Personal Loan,Near-Prime,R. Osei,12000,5927.03,Current,0,0,No,0.0
ACC-10681,2026-02,Ontario,Auto Loan,Prime,K. Brar,12000,11299.38,Current,0,0,No,0.0
ACC-10682,2026-03,British Columbia,Auto Loan,Prime,A. Chen,20000,6321.06,Current,0,1,No,0.0
ACC-10683,2026-07,Ontario,Personal Loan,Prime,R. Osei,3000,1027.92,Current,0,0,No,0.0
ACC-10684,2025-11,Quebec,Auto Loan,Near-Prime,K. Brar,12000,3151.97,1-30 DPD,17,3,No,0.0
ACC-10685,2025-12,Ontario,Personal Loan,Near-Prime,M. Singh,12000,6843.04,Current,0,0,No,0.0
ACC-10686,2026-03,Ontario,Personal Loan,Subprime,R. Osei,3000,1797.2,Current,0,0,No,0.0
ACC-10687,2026-05,Ontario,Personal Loan,Subprime,R. Osei,8000,3062.52,Current,0,0,No,0.0
ACC-10688,2026-03,Ontario,Personal Loan,Subprime,R. Osei,25000,19587.55,1-30 DPD,21,4,No,9862.44
ACC-10689,2026-05,Atlantic,Auto Loan,Near-Prime,L. Fontaine,8000,7087.52,Current,0,0,No,0.0
ACC-10690,2026-01,Alberta,Credit Card,Prime,R. Osei,12000,10392.22,Current,0,0,No,0.0
ACC-10691,2025-11,Ontario,Auto Loan,Near-Prime,M. Singh,3000,1005.71,Current,0,0,No,0.0
ACC-10692,2026-01,Ontario,Credit Card,Near-Prime,K. Brar,12000,3318.59,90+ DPD,161,5,No,0.0
ACC-10693,2026-05,Ontario,Credit Card,Subprime,J. Tremblay,8000,5295.46,Current,0,1,No,0.0
ACC-10694,2026-03,Ontario,Credit Card,Prime,A. Chen,5000,3872.02,61-90 DPD,78,4,No,0.0
ACC-10695,2025-10,Quebec,Credit Card,Near-Prime,L. Fontaine,15000,10744.71,Current,0,0,No,0.0
ACC-10696,2026-01,Ontario,Personal Loan,Subprime,L. Fontaine,8000,6252.3,1-30 DPD,10,6,No,5997.65
ACC-10697,2026-01,Ontario,Auto Loan,Near-Prime,J. Tremblay,20000,8452.22,Current,0,0,No,0.0
ACC-10698,2025-09,Quebec,Credit Card,Prime,L. Fontaine,12000,6662.18,Current,0,0,No,0.0
ACC-10699,2025-12,Alberta,Personal Loan,Near-Prime,J. Tremblay,3000,2278.1,Current,0,0,No,0.0
ACC-10700,2025-12,Ontario,Personal Loan,Subprime,J. Tremblay,15000,3013.49,1-30 DPD,22,2,No,2445.37
ACC-10701,2025-10,Ontario,Personal Loan,Subprime,K. Brar,15000,3123.69,61-90 DPD,68,4,No,0.0
ACC-10702,2026-01,Ontario,Credit Card,Near-Prime,L. Fontaine,15000,13293.68,Current,0,0,No,0.0
